message,label,processed_message
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,ham,u love someon dont make love u much u love much dont want love anyon except gud nit
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",ham,petei phone still jenni colleg leannewhat
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,ham,oop sorri check dont mind pick tomo half eight station would ok
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",ham,hey sweet wonder moment might come want send file someon wont go yahoo connect suck rememb set page go download format disc could tell know way download big file download stuff directli internet help would great prey teas kiss
Hows the champ just leaving glasgow!,ham,how champ leav glasgow
K:)all the best:)congrats...,ham,kall bestcongrat
I wonder if you'll get this text?,ham,wonder youll get text
I need to come home and give you some good lovin...,ham,need come home give good lovin
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,spam,brand new mobil music servic live free music player arriv shortli instal phone brows content top artist
Shall i ask one thing if you dont mistake me.,ham,shall ask one thing dont mistak
Check wid corect speling i.e. Sarcasm,ham,check wid corect spele ie sarcasm
"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam,urgent mobil award £ bonu caller prize nd attempt contact call boxqu bt nation rate
Are you angry with me. What happen dear,ham,angri happen dear
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,ham,thk u dun haf hint e forum alreadi lor co told ron n darren go tell shuhui
Yup ok thanx...,ham,yup ok thanx
Hi:)cts employee how are you?,ham,hict employe
Pls pls find out from aunt nike.,ham,pl pl find aunt nike
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",ham,wow love sooo much know bare stand wonder day goe well love think miss
No screaming means shouting..,ham,scream mean shout
Hey what happen de. Are you alright.,ham,hey happen de alright
Should I have picked up a receipt or something earlier,ham,pick receipt someth earlier
I think chennai well settled?,ham,think chennai well settl
Oh dang! I didn't mean o send that to you! Lol!,ham,oh dang didnt mean send lol
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,ham,unfortun ive found pick sister airport even dont think ill go tri go one th
Horrible bf... I now v hungry...,ham,horribl bf v hungri
Remember on that day..,ham,rememb day
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,nokia get win free auction take part send nokia hgsuiteland rowwjhl
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,ham,how feel mr real valentin yo valentin even tho u hardli play
All sounds good. Fingers . Makes it difficult to type,ham,sound good finger make difficult type
Midnight at the earliest,ham,midnight earliest
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,ham,your sure im tri make xavier smoke dont want smoke told smoke much
K come to nordstrom when you're done,ham,k come nordstrom your done
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham,u konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog bt sitll yuo ra wihtuot ayn mitsak goodnight amp nice sleepsweet dream
Now press conference da:),ham,press confer da
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",spam,hello orang month free access game news sport plu free text photo messag repli ye term appli wwworangecoukow
After completed degree. There is no use in joining finance.,ham,complet degre use join financ
"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",ham,good afternoon love job prospect miss lazi bleak hmmm happi fill love
Shant disturb u anymore... Jia you...,ham,shant disturb u anymor jia
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,ham,bishan lar nearer need buy earli co buy gotta park car
"Me, i dont know again oh",ham,dont know oh
Dude sux for snake. He got old and raiden got buff,ham,dude sux snake got old raiden got buff
He says hi and to get your ass back to south tampa (preferably at a kegger),ham,say hi get ass back south tampa prefer kegger
In e msg jus now. U said thanks for gift.,ham,e msg ju u said thank gift
U too...,ham,u
Ok how you dear. Did you call chechi,ham,ok dear call chechi
Yeah we do totes. When u wanna?,ham,yeah tote u wanna
Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ham,ok found di pierr cardin one look normal cost sale
Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),ham,good sleep rhythm person establish rhythm bodi learn use want know
Wat r u doing?,ham,wat r u
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,ham,messag truro hospit ext phone phone side
"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",ham,singl line big mean miss anyth ur best life dont miss ur best life anyth gud nyt
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",ham,got ga money chanc gang want go grand natur adventur
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,ham,dnt worryus ice piec cloth packalso take tablet
Dude just saw a parked car with its sunroof popped up. Sux,ham,dude saw park car sunroof pop sux
Get ready to put on your excellent sub face :),ham,get readi put excel sub face
Tmrw. Im finishing 9 doors,ham,tmrw im finish door
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",ham,ltgt g saw day ago guy want sell wifi ltgt g ltgt that blank
I am late. I will be there at,ham,late
"whatever, im pretty pissed off.",ham,whatev im pretti piss
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,ham,today accept dayu accept brother sister lover dear best clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
I dont have that much image in class.,ham,dont much imag class
No:-)i got rumour that you going to buy apartment in chennai:-),ham,noi got rumour go buy apart chennai
Near kalainar tv office.thenampet,ham,near kalainar tv officethenampet
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,spam,ur cashbal current pound maxim ur cashin send go pmsg cc hgsuiteland rowwjhl
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,spam,sm auction brand new nokia auction today auction free join take part txt nokia hgsuiteland rowwjhl
My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,ham,si catch e show e afternoon im watch w c u wan watch today tmr lor
"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",ham,sound gd haha wah u yan jiu fast liao
No. To be nosy I guess. Idk am I over reacting if I'm freaked?,ham,nosi guess idk react im freak
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",ham,rememb hurt day satan impost mene pay priceso itmay destini keep go u said pray get mind get
How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,ham,make girl happi difficult make girl happi u need friend companion lover chef ltgt good listen ltgt organ ltgt good boyfriend ltgt clean ltgt sympathet ltgt athlet ltgt warm ltgt courag ltgt determin ltgt true ltgt depend ltgt intellig ltgt psychologist ltgt pest extermin ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniy pudunga venaam
"Why is that, princess? I bet the brothas are all chasing you!",ham,princess bet brotha chase
"I shall book chez jules for half eight, if that's ok with you?",ham,shall book chez jule half eight that ok
Hhahhaahahah rofl wtf nig was leonardo in your room or something,ham,hhahhaahahah rofl wtf nig leonardo room someth
"Yep, at derek's house now, see you Sunday &lt;3",ham,yep derek hous see sunday lt
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",ham,cool let know kick around ltgt ill day
"Sorry, I'll call later",ham,sorri ill call later
I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,ham,wonder would okay call uncl john let know thing nigeria r ltgt dollar year sent know strain plan pay back everi dime give everi dime expect anyth practic someth like
There are no other charges after transfer charges and you can withdraw anyhow you like,ham,charg transfer charg withdraw anyhow like
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",ham,dont search love let love find u that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl
At 4. Let's go to bill millers,ham,let go bill miller
